EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin7_2nd                                                             
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.099  0.398  9.34    1.40    0.83    0.77    0.01    1.61 2.117E+00

  10.589 23.831  5.58    1.31    4.02    0.73    0.01    4.76  0.949
   3.091  0.397  9.37    1.41    0.93    0.78    0.01    1.72 2.130E+00

  10.589 23.831  5.57    1.33    4.11    0.74    0.01    4.85  0.949
   3.083  0.395  9.40    1.42    1.04    0.79    0.01    1.84 2.143E+00

  10.589 23.831  5.55    1.34    4.19    0.75    0.01    4.94  0.949
   3.075  0.394  9.43    1.44    1.14    0.80    0.01    1.95 2.157E+00

  10.589 23.831  5.54    1.35    4.27    0.76    0.01    5.03  0.950
   3.067  0.392  9.46    1.45    1.23    0.81    0.01    2.05 2.170E+00

  10.589 23.831  5.52    1.37    4.35    0.77    0.01    5.12  0.949
   3.059  0.391  9.49    1.47    1.33    0.83    0.01    2.16 2.184E+00

  10.589 23.831  5.51    1.38    4.43    0.78    0.01    5.21  0.950
   3.051  0.389  9.52    1.48    1.43    0.84    0.01    2.27 2.197E+00

  10.589 23.831  5.49    1.39    4.51    0.79    0.01    5.31  0.950
   3.043  0.388  9.55    1.50    1.53    0.85    0.01    2.39 2.211E+00

  10.589 23.831  5.48    1.41    4.60    0.80    0.01    5.40  0.951
   3.035  0.387  9.58    1.51    1.64    0.86    0.01    2.50 2.224E+00

  10.589 23.831  5.47    1.42    4.68    0.81    0.01    5.50  0.951
   3.027  0.385  9.61    1.53    1.74    0.87    0.01    2.61 2.238E+00

  10.589 23.831  5.45    1.43    4.77    0.82    0.01    5.59  0.952
   3.019  0.384  9.63    1.54    1.84    0.88    0.01    2.73 2.251E+00

  10.589 23.831  5.44    1.45    4.85    0.83    0.01    5.69  0.953
   3.011  0.382  9.66    1.56    1.95    0.89    0.01    2.85 2.265E+00

  10.589 23.831  5.42    1.46    4.94    0.84    0.01    5.78  0.952
   3.003  0.381  9.69    1.58    2.05    0.91    0.01    2.96 2.278E+00

  10.589 23.831  5.41    1.48    5.02    0.85    0.01    5.88  0.952
   2.995  0.379  9.72    1.59    2.15    0.92    0.01    3.07 2.292E+00

  10.589 23.831  5.39    1.49    5.10    0.86    0.01    5.98  0.954
   2.987  0.378  9.75    1.61    2.25    0.93    0.01    3.19 2.306E+00

  10.589 23.831  5.38    1.51    5.19    0.88    0.01    6.07  0.954
   2.979  0.377  9.78    1.63    2.36    0.94    0.01    3.31 2.319E+00

  10.589 23.831  5.36    1.52    5.27    0.89    0.01    6.17  0.954
   2.971  0.375  9.81    1.64    2.46    0.96    0.01    3.42 2.333E+00

  10.589 23.831  5.35    1.54    5.35    0.90    0.01    6.26  0.954
   2.963  0.374  9.84    1.66    2.56    0.97    0.01    3.54 2.347E+00

  10.589 23.831  5.34    1.55    5.44    0.91    0.01    6.36  0.955
   2.955  0.372  9.87    1.68    2.67    0.98    0.01    3.66 2.361E+00

  10.589 23.911  5.87    1.11    2.57    0.58    0.00    3.16  0.940
   3.227  0.425  8.83    1.18   -0.85    0.62    0.00   -0.22 1.861E+00

  10.589 23.911  5.85    1.12    2.65    0.59    0.00    3.24  0.944
   3.219  0.423  8.86    1.19   -0.75    0.63    0.00   -0.11 1.874E+00

  10.589 23.911  5.84    1.13    2.73    0.59    0.00    3.33  0.939
   3.211  0.422  8.89    1.21   -0.65    0.64    0.00   -0.01 1.886E+00

  10.589 23.911  5.82    1.14    2.81    0.60    0.00    3.42  0.941
   3.203  0.420  8.92    1.22   -0.56    0.65    0.00    0.10 1.899E+00

  10.589 23.911  5.81    1.15    2.89    0.61    0.00    3.50  0.941
   3.195  0.419  8.95    1.23   -0.46    0.65    0.00    0.20 1.912E+00

  10.589 23.911  5.79    1.16    2.96    0.62    0.00    3.58  0.943
   3.187  0.417  8.98    1.24   -0.37    0.66    0.00    0.30 1.925E+00

  10.589 23.911  5.78    1.17    3.05    0.62    0.00    3.67  0.942
   3.179  0.416  9.01    1.25   -0.27    0.67    0.00    0.41 1.938E+00

  10.589 23.911  5.76    1.18    3.12    0.63    0.00    3.76  0.944
   3.171  0.414  9.04    1.27   -0.17    0.68    0.00    0.52 1.951E+00

  10.589 23.911  5.75    1.19    3.20    0.64    0.00    3.84  0.943
   3.163  0.413  9.07    1.28   -0.08    0.69    0.00    0.62 1.964E+00

  10.589 23.911  5.73    1.21    3.28    0.65    0.00    3.93  0.944
   3.155  0.411  9.10    1.29    0.02    0.70    0.00    0.73 1.977E+00

  10.589 23.911  5.72    1.22    3.36    0.66    0.00    4.02  0.945
   3.147  0.410  9.13    1.30    0.12    0.71    0.00    0.83 1.990E+00

  10.589 23.911  5.71    1.23    3.44    0.67    0.00    4.11  0.945
   3.139  0.408  9.16    1.32    0.22    0.72    0.00    0.94 2.003E+00

  10.589 23.911  5.69    1.24    3.52    0.67    0.00    4.20  0.945
   3.131  0.407  9.18    1.33    0.31    0.72    0.00    1.04 2.016E+00

  10.589 23.911  5.68    1.25    3.60    0.68    0.00    4.29  0.947
   3.123  0.405  9.21    1.34    0.41    0.73    0.00    1.15 2.029E+00

  10.589 23.911  5.66    1.26    3.68    0.69    0.00    4.37  0.945
   3.115  0.404  9.24    1.36    0.51    0.74    0.00    1.26 2.042E+00

  10.589 23.911  5.65    1.28    3.76    0.70    0.00    4.47  0.947
   3.107  0.402  9.27    1.37    0.61    0.75    0.00    1.37 2.055E+00

  10.589 23.911  5.63    1.29    3.84    0.71    0.00    4.55  0.947
   3.099  0.401  9.30    1.38    0.71    0.76    0.00    1.48 2.068E+00

  10.589 23.911  5.62    1.30    3.92    0.72    0.00    4.64  0.948
   3.091  0.399  9.33    1.40    0.81    0.77    0.00    1.59 2.081E+00

  10.589 23.911  5.60    1.31    4.00    0.73    0.01    4.73  0.948
   3.083  0.398  9.36    1.41    0.91    0.78    0.01    1.69 2.095E+00

  10.589 23.911  5.59    1.33    4.09    0.74    0.01    4.83  0.949
   3.075  0.396  9.39    1.43    1.01    0.79    0.01    1.81 2.108E+00

  10.589 23.911  5.57    1.34    4.17    0.75    0.01    4.92  0.949
   3.067  0.395  9.42    1.44    1.11    0.80    0.01    1.92 2.121E+00

  10.589 23.911  5.56    1.35    4.25    0.76    0.01    5.01  0.949
   3.059  0.393  9.45    1.45    1.21    0.81    0.01    2.03 2.135E+00

  10.589 23.911  5.55    1.37    4.33    0.77    0.01    5.10  0.950
   3.051  0.392  9.48    1.47    1.31    0.83    0.01    2.14 2.148E+00

  10.589 23.911  5.53    1.38    4.41    0.78    0.01    5.19  0.951
   3.043  0.391  9.51    1.48    1.41    0.84    0.01    2.25 2.161E+00

  10.589 23.911  5.52    1.39    4.49    0.79    0.01    5.28  0.950
   3.035  0.389  9.54    1.50    1.51    0.85    0.01    2.36 2.175E+00

  10.589 23.911  5.50    1.41    4.58    0.80    0.01    5.38  0.951
   3.027  0.388  9.57    1.51    1.61    0.86    0.01    2.48 2.188E+00

  10.589 23.911  5.49    1.42    4.66    0.81    0.01    5.48  0.951
   3.019  0.386  9.60    1.53    1.72    0.87    0.01    2.59 2.201E+00

  10.589 23.911  5.47    1.43    4.74    0.82    0.01    5.57  0.951
   3.011  0.385  9.63    1.54    1.82    0.88    0.01    2.70 2.215E+00

  10.589 23.911  5.46    1.45    4.83    0.83    0.01    5.67  0.952
   3.003  0.383  9.66    1.56    1.92    0.89    0.01    2.82 2.228E+00

  10.589 23.911  5.44    1.46    4.92    0.84    0.01    5.76  0.952
   2.995  0.382  9.69    1.58    2.03    0.91    0.01    2.94 2.242E+00

  10.589 23.911  5.43    1.48    5.00    0.85    0.01    5.86  0.952
   2.987  0.381  9.72    1.60    2.13    0.92    0.01    3.05 2.255E+00

  10.589 23.911  5.41    1.49    5.08    0.86    0.01    5.96  0.953
   2.979  0.379  9.75    1.61    2.23    0.93    0.01    3.17 2.269E+00

  10.589 23.911  5.40    1.51    5.17    0.88    0.01    6.05  0.953
   2.971  0.378  9.78    1.63    2.34    0.94    0.01    3.29 2.283E+00

  10.589 23.911  5.39    1.52    5.25    0.89    0.01    6.15  0.953
   2.963  0.376  9.81    1.65    2.44    0.96    0.01    3.40 2.296E+00

  10.589 23.911  5.37    1.54    5.34    0.90    0.01    6.24  0.953
   2.955  0.375  9.84    1.66    2.54    0.97    0.01    3.52 2.310E+00

  10.589 23.991  5.90    1.10    2.47    0.57    0.00    3.05  0.940
   3.227  0.427  8.79    1.17   -0.97    0.62    0.00   -0.35 1.815E+00

  10.589 23.991  5.89    1.11    2.55    0.58    0.00    3.13  0.941
   3.219  0.426  8.82    1.18   -0.88    0.62    0.00   -0.25 1.828E+00

  10.589 23.991  5.87    1.12    2.62    0.59    0.00    3.22  0.940
   3.211  0.424  8.85    1.19   -0.78    0.63    0.00   -0.15 1.841E+00

  10.589 23.991  5.86    1.13    2.70    0.59    0.00    3.29  0.937
   3.203  0.423  8.88    1.21   -0.69    0.64    0.00   -0.05 1.853E+00

  10.589 23.991  5.85    1.14    2.79    0.60    0.00    3.39  0.940
   3.195  0.421  8.91    1.22   -0.58    0.65    0.00    0.07 1.866E+00

  10.589 23.991  5.83    1.15    2.86    0.61    0.00    3.47  0.942
   3.187  0.420  8.94    1.23   -0.49    0.65    0.00    0.17 1.879E+00

  10.589 23.991  5.82    1.16    2.94    0.62    0.00    3.56  0.942
   3.179  0.418  8.97    1.24   -0.39    0.66    0.00    0.27 1.892E+00

  10.589 23.991  5.80    1.17    3.02    0.62    0.00    3.64  0.943
   3.171  0.417  9.00    1.25   -0.30    0.67    0.00    0.38 1.904E+00

  10.589 23.991  5.79    1.18    3.10    0.63    0.00    3.74  0.943
   3.163  0.415  9.03    1.27   -0.20    0.68    0.00    0.49 1.917E+00

  10.589 23.991  5.77    1.19    3.18    0.64    0.00    3.82  0.943
   3.155  0.414  9.06    1.28   -0.10    0.69    0.00    0.59 1.930E+00

  10.589 23.991  5.76    1.21    3.26    0.65    0.00    3.91  0.944
   3.147  0.412  9.09    1.29   -0.00    0.70    0.00    0.70 1.943E+00

  10.589 23.991  5.74    1.22    3.34    0.66    0.00    4.00  0.945
   3.139  0.411  9.12    1.30    0.09    0.71    0.00    0.81 1.956E+00

  10.589 23.991  5.73    1.23    3.42    0.66    0.00    4.09  0.945
   3.131  0.409  9.15    1.32    0.20    0.72    0.00    0.92 1.969E+00

  10.589 23.991  5.71    1.24    3.50    0.67    0.00    4.17  0.945
   3.123  0.408  9.18    1.33    0.29    0.72    0.00    1.02 1.982E+00

  10.589 23.991  5.70    1.25    3.58    0.68    0.00    4.26  0.946
   3.115  0.406  9.21    1.34    0.39    0.73    0.00    1.13 1.995E+00

  10.589 23.991  5.68    1.27    3.66    0.69    0.00    4.35  0.946
   3.107  0.405  9.24    1.36    0.49    0.74    0.00    1.23 2.008E+00

  10.589 23.991  5.67    1.28    3.74    0.70    0.00    4.44  0.947
   3.099  0.403  9.27    1.37    0.59    0.75    0.00    1.35 2.021E+00

  10.589 23.991  5.66    1.29    3.82    0.71    0.00    4.53  0.946
   3.091  0.402  9.30    1.38    0.69    0.76    0.00    1.45 2.034E+00

  10.589 23.991  5.64    1.30    3.90    0.72    0.00    4.62  0.947
   3.083  0.400  9.33    1.40    0.78    0.77    0.00    1.56 2.047E+00

  10.589 23.991  5.63    1.32    3.98    0.73    0.01    4.71  0.948
   3.075  0.399  9.35    1.41    0.88    0.78    0.01    1.67 2.060E+00

  10.589 23.991  5.61    1.33    4.06    0.74    0.01    4.80  0.948
   3.067  0.398  9.38    1.43    0.98    0.79    0.01    1.78 2.073E+00

  10.589 23.991  5.60    1.34    4.15    0.75    0.01    4.90  0.949
   3.059  0.396  9.41    1.44    1.09    0.80    0.01    1.90 2.086E+00

  10.589 23.991  5.58    1.35    4.23    0.76    0.01    4.99  0.950
   3.051  0.395  9.44    1.46    1.19    0.81    0.01    2.01 2.100E+00

  10.589 23.991  5.57    1.37    4.30    0.77    0.01    5.08  0.950
   3.043  0.393  9.47    1.47    1.28    0.83    0.01    2.11 2.113E+00

  10.589 23.991  5.55    1.38    4.39    0.78    0.01    5.17  0.949
   3.035  0.392  9.50    1.49    1.38    0.84    0.01    2.23 2.126E+00

  10.589 23.991  5.54    1.39    4.47    0.79    0.01    5.26  0.950
   3.027  0.390  9.53    1.50    1.49    0.85    0.01    2.34 2.139E+00

  10.589 23.991  5.52    1.41    4.56    0.80    0.01    5.36  0.951
   3.019  0.389  9.56    1.52    1.59    0.86    0.01    2.45 2.153E+00

  10.589 23.991  5.51    1.42    4.64    0.81    0.01    5.46  0.952
   3.011  0.387  9.59    1.53    1.70    0.87    0.01    2.57 2.166E+00

  10.589 23.991  5.49    1.44    4.72    0.82    0.01    5.55  0.952
   3.003  0.386  9.62    1.55    1.79    0.88    0.01    2.68 2.179E+00

  10.589 23.991  5.48    1.45    4.81    0.83    0.01    5.64  0.952
   2.995  0.385  9.65    1.56    1.89    0.89    0.01    2.79 2.193E+00

  10.589 23.991  5.46    1.47    4.90    0.84    0.01    5.75  0.953
   2.987  0.383  9.68    1.58    2.00    0.91    0.01    2.92 2.206E+00

  10.589 23.991  5.45    1.48    4.98    0.85    0.01    5.84  0.952
   2.979  0.382  9.71    1.60    2.11    0.92    0.01    3.03 2.220E+00

  10.589 23.991  5.44    1.50    5.07    0.86    0.01    5.94  0.953
   2.971  0.380  9.74    1.61    2.21    0.93    0.01    3.15 2.233E+00

  10.589 23.991  5.42    1.51    5.15    0.88    0.01    6.03  0.953
   2.963  0.379  9.77    1.63    2.31    0.94    0.01    3.26 2.246E+00

  10.589 23.991  5.41    1.53    5.24    0.89    0.01    6.14  0.953
   2.955  0.377  9.80    1.65    2.42    0.96    0.01    3.39 2.260E+00

  10.589 24.071  5.94    1.09    2.36    0.57    0.00    2.93  0.939
   3.227  0.430  8.75    1.16   -1.10    0.61    0.00   -0.49 1.771E+00

  10.589 24.071  5.93    1.10    2.45    0.57    0.00    3.02  0.940
   3.219  0.429  8.78    1.17   -1.00    0.62    0.00   -0.38 1.784E+00

  10.589 24.071  5.91    1.11    2.52    0.58    0.00    3.11  0.940
   3.211  0.427  8.81    1.18   -0.90    0.62    0.00   -0.28 1.796E+00

  10.589 24.071  5.90    1.12    2.60    0.59    0.00    3.19  0.941
   3.203  0.426  8.84    1.19   -0.81    0.63    0.00   -0.17 1.809E+00

  10.589 24.071  5.88    1.13    2.68    0.59    0.00    3.28  0.940
   3.195  0.424  8.87    1.21   -0.71    0.64    0.00   -0.07 1.821E+00

  10.589 24.071  5.87    1.14    2.76    0.60    0.00    3.37  0.940
   3.187  0.423  8.90    1.22   -0.61    0.65    0.00    0.04 1.834E+00

  10.589 24.071  5.85    1.15    2.84    0.61    0.00    3.45  0.941
   3.179  0.421  8.93    1.23   -0.52    0.65    0.00    0.14 1.846E+00

  10.589 24.071  5.84    1.16    2.92    0.62    0.00    3.53  0.941
   3.171  0.420  8.96    1.24   -0.42    0.66    0.00    0.24 1.859E+00

  10.589 24.071  5.83    1.17    2.99    0.62    0.00    3.62  0.944
   3.163  0.418  8.99    1.25   -0.33    0.67    0.00    0.35 1.872E+00

  10.589 24.071  5.81    1.18    3.08    0.63    0.00    3.71  0.943
   3.155  0.416  9.02    1.27   -0.22    0.68    0.00    0.46 1.884E+00

  10.589 24.071  5.80    1.20    3.16    0.64    0.00    3.80  0.943
   3.147  0.415  9.05    1.28   -0.13    0.69    0.00    0.56 1.897E+00

  10.589 24.071  5.78    1.21    3.24    0.65    0.00    3.89  0.944
   3.139  0.413  9.08    1.29   -0.03    0.70    0.00    0.67 1.910E+00

  10.589 24.071  5.77    1.22    3.32    0.66    0.00    3.98  0.944
   3.131  0.412  9.11    1.30    0.07    0.71    0.00    0.78 1.923E+00

  10.589 24.071  5.75    1.23    3.40    0.66    0.00    4.06  0.945
   3.123  0.411  9.14    1.32    0.17    0.71    0.00    0.89 1.936E+00

  10.589 24.071  5.74    1.24    3.47    0.67    0.00    4.15  0.945
   3.115  0.409  9.17    1.33    0.26    0.72    0.00    0.99 1.948E+00

  10.589 24.071  5.72    1.25    3.56    0.68    0.00    4.24  0.945
   3.107  0.408  9.20    1.34    0.36    0.73    0.00    1.10 1.961E+00

  10.589 24.071  5.71    1.27    3.64    0.69    0.00    4.33  0.946
   3.099  0.406  9.23    1.36    0.46    0.74    0.00    1.21 1.974E+00

  10.589 24.071  5.69    1.28    3.72    0.70    0.00    4.42  0.945
   3.091  0.405  9.26    1.37    0.56    0.75    0.00    1.32 1.987E+00

  10.589 24.071  5.68    1.29    3.80    0.71    0.00    4.51  0.947
   3.083  0.403  9.29    1.39    0.66    0.76    0.00    1.43 2.000E+00

  10.589 24.071  5.66    1.30    3.88    0.72    0.00    4.60  0.946
   3.075  0.402  9.32    1.40    0.76    0.77    0.00    1.54 2.013E+00

  10.589 24.071  5.65    1.32    3.96    0.73    0.01    4.69  0.948
   3.067  0.400  9.35    1.41    0.86    0.78    0.01    1.65 2.026E+00

  10.589 24.071  5.63    1.33    4.04    0.74    0.01    4.78  0.948
   3.059  0.399  9.38    1.43    0.96    0.79    0.01    1.76 2.039E+00

  10.589 24.071  5.62    1.34    4.13    0.75    0.01    4.88  0.949
   3.051  0.397  9.41    1.44    1.06    0.80    0.01    1.87 2.052E+00

  10.589 24.071  5.60    1.36    4.21    0.76    0.01    4.97  0.948
   3.043  0.396  9.44    1.46    1.16    0.81    0.01    1.98 2.065E+00

  10.589 24.071  5.59    1.37    4.28    0.77    0.01    5.06  0.949
   3.035  0.394  9.47    1.47    1.26    0.82    0.01    2.09 2.078E+00

  10.589 24.071  5.57    1.38    4.37    0.78    0.01    5.15  0.949
   3.027  0.393  9.50    1.49    1.36    0.84    0.01    2.20 2.092E+00

  10.589 24.071  5.56    1.40    4.45    0.79    0.01    5.25  0.950
   3.019  0.391  9.53    1.50    1.46    0.85    0.01    2.32 2.105E+00

  10.589 24.071  5.55    1.41    4.54    0.80    0.01    5.34  0.950
   3.011  0.390  9.56    1.52    1.57    0.86    0.01    2.43 2.118E+00

  10.589 24.071  5.53    1.42    4.62    0.81    0.01    5.44  0.951
   3.003  0.388  9.59    1.53    1.67    0.87    0.01    2.55 2.131E+00

  10.589 24.071  5.52    1.44    4.71    0.82    0.01    5.53  0.951
   2.995  0.387  9.62    1.55    1.77    0.88    0.01    2.66 2.144E+00

  10.589 24.071  5.50    1.45    4.79    0.83    0.01    5.63  0.952
   2.987  0.386  9.65    1.56    1.87    0.89    0.01    2.77 2.158E+00

  10.589 24.071  5.49    1.47    4.88    0.84    0.01    5.73  0.952
   2.979  0.384  9.67    1.58    1.98    0.91    0.01    2.90 2.171E+00

  10.589 24.071  5.47    1.48    4.96    0.85    0.01    5.82  0.952
   2.971  0.383  9.70    1.60    2.09    0.92    0.01    3.01 2.184E+00

  10.589 24.071  5.46    1.50    5.05    0.86    0.01    5.92  0.953
   2.963  0.381  9.73    1.61    2.19    0.93    0.01    3.13 2.198E+00

  10.589 24.071  5.44    1.51    5.13    0.88    0.01    6.02  0.953
   2.955  0.380  9.76    1.63    2.29    0.94    0.01    3.24 2.211E+00

  10.589 24.151  5.98    1.08    2.27    0.56    0.00    2.83  0.939
   3.227  0.433  8.71    1.15   -1.21    0.60    0.00   -0.61 1.728E+00

  10.589 24.151  5.97    1.09    2.34    0.57    0.00    2.90  0.940
   3.219  0.431  8.74    1.16   -1.13    0.61    0.00   -0.52 1.740E+00

  10.589 24.151  5.95    1.10    2.41    0.57    0.00    2.99  0.939
   3.211  0.430  8.77    1.17   -1.04    0.62    0.00   -0.42 1.752E+00

  10.589 24.151  5.94    1.11    2.50    0.58    0.00    3.08  0.941
   3.203  0.428  8.80    1.18   -0.93    0.62    0.00   -0.30 1.765E+00

  10.589 24.151  5.92    1.12    2.58    0.59    0.00    3.17  0.940
   3.195  0.427  8.83    1.20   -0.84    0.63    0.00   -0.20 1.777E+00

  10.589 24.151  5.91    1.13    2.65    0.59    0.00    3.25  0.941
   3.187  0.425  8.86    1.21   -0.74    0.64    0.00   -0.10 1.790E+00

  10.589 24.151  5.89    1.14    2.73    0.60    0.00    3.33  0.938
   3.179  0.424  8.89    1.22   -0.65    0.64    0.00   -0.00 1.802E+00

  10.589 24.151  5.88    1.15    2.82    0.61    0.00    3.43  0.940
   3.171  0.422  8.92    1.23   -0.54    0.65    0.00    0.12 1.815E+00

  10.589 24.151  5.86    1.16    2.89    0.62    0.00    3.51  0.941
   3.163  0.421  8.95    1.24   -0.45    0.66    0.00    0.22 1.827E+00

  10.589 24.151  5.85    1.17    2.97    0.62    0.00    3.60  0.942
   3.155  0.419  8.98    1.26   -0.35    0.67    0.00    0.32 1.840E+00

  10.589 24.151  5.83    1.18    3.05    0.63    0.00    3.68  0.942
   3.147  0.418  9.01    1.27   -0.25    0.68    0.00    0.43 1.852E+00

  10.589 24.151  5.82    1.20    3.13    0.64    0.00    3.78  0.943
   3.139  0.416  9.04    1.28   -0.15    0.69    0.00    0.54 1.865E+00

  10.589 24.151  5.80    1.21    3.21    0.65    0.00    3.86  0.943
   3.131  0.415  9.07    1.29   -0.06    0.70    0.00    0.64 1.878E+00

  10.589 24.151  5.79    1.22    3.29    0.66    0.00    3.95  0.944
   3.123  0.413  9.10    1.31    0.04    0.71    0.00    0.75 1.890E+00

  10.589 24.151  5.77    1.23    3.37    0.66    0.00    4.04  0.944
   3.115  0.412  9.13    1.32    0.14    0.71    0.00    0.86 1.903E+00

  10.589 24.151  5.76    1.24    3.46    0.67    0.00    4.13  0.944
   3.107  0.410  9.16    1.33    0.24    0.72    0.00    0.97 1.916E+00

  10.589 24.151  5.74    1.25    3.53    0.68    0.00    4.22  0.945
   3.099  0.409  9.19    1.35    0.34    0.73    0.00    1.07 1.929E+00

  10.589 24.151  5.73    1.27    3.61    0.69    0.00    4.31  0.946
   3.091  0.407  9.22    1.36    0.44    0.74    0.00    1.18 1.941E+00

  10.589 24.151  5.71    1.28    3.69    0.70    0.00    4.40  0.946
   3.083  0.406  9.25    1.37    0.54    0.75    0.00    1.29 1.954E+00

  10.589 24.151  5.70    1.29    3.78    0.71    0.00    4.49  0.946
   3.075  0.404  9.28    1.39    0.64    0.76    0.00    1.40 1.967E+00

  10.589 24.151  5.69    1.30    3.86    0.72    0.00    4.58  0.946
   3.067  0.403  9.31    1.40    0.74    0.77    0.00    1.51 1.980E+00

  10.589 24.151  5.67    1.32    3.94    0.73    0.00    4.67  0.947
   3.059  0.401  9.34    1.41    0.84    0.78    0.00    1.62 1.993E+00

  10.589 24.151  5.66    1.33    4.02    0.74    0.01    4.76  0.948
   3.051  0.400  9.37    1.43    0.93    0.79    0.01    1.73 2.006E+00

  10.589 24.151  5.64    1.34    4.11    0.75    0.01    4.86  0.948
   3.043  0.398  9.40    1.44    1.04    0.80    0.01    1.85 2.019E+00

  10.589 24.151  5.63    1.36    4.19    0.76    0.01    4.95  0.949
   3.035  0.397  9.43    1.46    1.14    0.81    0.01    1.96 2.032E+00

  10.589 24.151  5.61    1.37    4.27    0.77    0.01    5.04  0.949
   3.027  0.395  9.46    1.47    1.24    0.82    0.01    2.07 2.045E+00

  10.589 24.151  5.60    1.38    4.35    0.78    0.01    5.13  0.949
