EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin0                                                                 
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 15.047  2.34    3.22   14.70    2.47    0.28   17.44  0.865
   3.227  0.170 12.35    3.59   13.91    2.62    0.28   16.81 3.176E+01

  10.589 15.047  2.34    3.24   14.78    2.49    0.28   17.55  0.864
   3.219  0.169 12.37    3.62   14.00    2.65    0.28   16.94 3.181E+01

  10.589 15.047  2.33    3.27   14.85    2.51    0.29   17.65  0.864
   3.211  0.168 12.39    3.65   14.10    2.67    0.29   17.06 3.186E+01

  10.589 15.047  2.33    3.30   14.93    2.54    0.29   17.75  0.863
   3.203  0.168 12.41    3.68   14.19    2.70    0.29   17.18 3.190E+01

  10.589 15.047  2.32    3.32   15.00    2.56    0.30   17.85  0.863
   3.195  0.167 12.44    3.71   14.27    2.73    0.30   17.30 3.195E+01

  10.589 15.047  2.31    3.35   15.07    2.58    0.30   17.96  0.862
   3.187  0.167 12.46    3.74   14.37    2.75    0.30   17.42 3.200E+01

  10.589 15.047  2.31    3.38   15.15    2.61    0.30   18.07  0.862
   3.179  0.166 12.48    3.78   14.47    2.78    0.31   17.55 3.205E+01

  10.589 15.047  2.30    3.41   15.24    2.63    0.31   18.18  0.862
   3.171  0.165 12.50    3.81   14.57    2.80    0.31   17.68 3.210E+01

  10.589 15.047  2.30    3.44   15.31    2.66    0.31   18.28  0.861
   3.163  0.165 12.52    3.84   14.66    2.83    0.32   17.80 3.214E+01

  10.589 15.047  2.29    3.46   15.38    2.68    0.32   18.38  0.861
   3.155  0.164 12.54    3.87   14.75    2.86    0.32   17.92 3.219E+01

  10.589 15.047  2.29    3.49   15.46    2.71    0.33   18.49  0.860
   3.147  0.164 12.56    3.91   14.84    2.89    0.33   18.05 3.224E+01

  10.589 15.047  2.28    3.52   15.52    2.73    0.33   18.58  0.860
   3.139  0.163 12.58    3.94   14.92    2.91    0.33   18.17 3.229E+01

  10.589 15.047  2.27    3.55   15.60    2.76    0.34   18.69  0.860
   3.131  0.162 12.60    3.97   15.02    2.94    0.34   18.30 3.234E+01

  10.589 15.047  2.27    3.58   15.68    2.79    0.34   18.80  0.859
   3.123  0.162 12.62    4.01   15.12    2.97    0.34   18.43 3.239E+01

  10.589 15.047  2.26    3.61   15.76    2.81    0.35   18.91  0.858
   3.115  0.161 12.64    4.04   15.21    2.99    0.35   18.55 3.243E+01

  10.589 15.047  2.26    3.64   15.84    2.84    0.35   19.03  0.858
   3.107  0.161 12.66    4.08   15.31    3.02    0.35   18.69 3.248E+01

  10.589 15.047  2.25    3.67   15.93    2.86    0.36   19.15  0.857
   3.099  0.160 12.69    4.11   15.41    3.05    0.36   18.83 3.253E+01

  10.589 15.047  2.24    3.70   16.01    2.89    0.36   19.26  0.857
   3.091  0.160 12.71    4.15   15.52    3.08    0.37   18.96 3.258E+01

  10.589 15.047  2.24    3.73   16.09    2.92    0.37   19.38  0.856
   3.083  0.159 12.73    4.18   15.62    3.11    0.37   19.10 3.263E+01

  10.589 15.047  2.23    3.76   16.17    2.95    0.37   19.49  0.856
   3.075  0.158 12.75    4.22   15.71    3.14    0.38   19.23 3.268E+01

  10.589 15.047  2.23    3.79   16.25    2.97    0.38   19.60  0.856
   3.067  0.158 12.77    4.25   15.81    3.17    0.38   19.36 3.273E+01

  10.589 15.047  2.22    3.82   16.32    3.00    0.39   19.71  0.855
   3.059  0.157 12.79    4.29   15.90    3.20    0.39   19.49 3.278E+01

  10.589 15.047  2.22    3.86   16.44    3.03    0.39   19.86  0.855
   3.051  0.157 12.81    4.33   15.99    3.23    0.40   19.62 3.283E+01

  10.589 15.047  2.21    3.89   16.47    3.06    0.40   19.93  0.854
   3.043  0.156 12.83    4.36   16.19    3.26    0.40   19.85 3.288E+01

  10.589 15.047  2.20    3.92   16.55    3.09    0.41   20.05  0.854
   3.035  0.155 12.85    4.40   16.18    3.29    0.41   19.88 3.293E+01

  10.589 15.047  2.20    3.95   16.63    3.12    0.41   20.16  0.853
   3.027  0.155 12.87    4.44   16.28    3.37    0.41   20.06 3.298E+01

  10.589 15.047  2.19    3.99   16.71    3.15    0.42   20.28  0.853
   3.019  0.154 12.89    4.48   16.38    3.36    0.42   20.15 3.303E+01

  10.589 15.047  2.19    4.02   16.79    3.18    0.43   20.39  0.852
   3.011  0.154 12.91    4.52   16.48    3.39    0.43   20.29 3.308E+01

  10.589 15.047  2.18    4.05   16.92    3.21    0.43   20.56  0.852
   3.003  0.153 12.94    4.56   16.62    3.42    0.43   20.47 3.313E+01

  10.589 15.047  2.17    4.09   17.00    3.24    0.44   20.67  0.851
   2.995  0.153 12.96    4.59   16.71    3.45    0.44   20.61 3.318E+01

  10.589 15.047  2.17    4.12   17.08    3.27    0.45   20.79  0.851
   2.987  0.152 12.98    4.63   16.81    3.49    0.45   20.74 3.323E+01

  10.589 15.047  2.16    4.16   17.12    3.30    0.45   20.88  0.850
   2.979  0.151 13.00    4.67   16.88    3.52    0.46   20.85 3.328E+01

  10.589 15.047  2.16    4.19   17.20    3.33    0.46   20.99  0.850
   2.971  0.151 13.02    4.72   16.97    3.55    0.46   20.99 3.334E+01

  10.589 15.047  2.15    4.23   17.28    3.36    0.47   21.11  0.849
   2.963  0.150 13.04    4.76   17.07    3.59    0.47   21.13 3.339E+01

  10.589 15.047  2.15    4.26   17.36    3.39    0.47   21.23  0.849
   2.955  0.150 13.06    4.80   17.17    3.62    0.48   21.27 3.344E+01

  10.589 15.127  2.37    3.18   14.57    2.43    0.27   17.27  0.865
